DEPTH,CGR,DPHI,DT,DT_NCT,FP,GR,GRT,HP,HPG,MW,NPHI,OB,OBG,PHIE,PHIT,PP,PPP,RES_DEEP,RHOB_COMBINED,SHF,SP,SPHI,SW,TEMP,TVD,VCL,VES,VP
1750.0104,-999,0.0798,73.9385,81.0455,4659.3473,30.5569,40,2472.6575,8.2903,15,-999,5540.0894,18.5747,0.0807,0.0957,1854.6304,3111.5146,7.1036,2.4803,1,-43.9355,0.1115,1,139.2405,1750.0104,0.0557,-999,4123.4005
1750.1628,-999,0.0876,75.3601,81.0435,4659.3361,31.6115,40,2472.8725,8.2903,15,-999,5540.6237,18.5749,0.0929,0.1052,1992.703,3108.6451,7.2972,2.4686,1,-43.8145,0.1229,1,139.2469,1750.1628,0.0616,-999,4045.6163
1750.3152,-999,0.0995,77.5782,81.0416,4659.1009,37.4213,40,2473.0875,8.2903,15,-999,5541.1542,18.575,0.1078,0.1201,2193.0336,3104.4905,7.3786,2.4507,1,-43.751,0.1406,1,139.2534,1750.3152,0.0954,-999,3929.9449
1750.4676,-999,0.1143,80.4615,81.0396,4655.7331,37.5155,40,2473.3025,8.2903,15,-999,5541.6798,18.5752,0.1202,0.139,2429.0535,3086.4473,7.2361,2.4285,1,-43.8115,0.1637,1,139.2599,1750.4676,0.096,-999,3789.1171
1750.62,-999,0.1467,87.2248,81.0376,4654.2669,40.6384,40,2473.5175,8.2903,15,-999,5542.195,18.5753,0.1248,0.1822,2893.4232,3074.5943,6.7965,2.38,1,-43.751,0.2178,1,139.2663,1750.62,0.1151,-999,3495.3138
1750.7724,-999,0.1848,96.1265,81.0357,4652.8921,42.3121,40,2473.7325,8.2903,15,-999,5542.6977,18.5754,0.139,0.2369,3361.6863,3063.2473,6.3217,2.3228,1,-43.6885,0.289,1,139.2728,1750.7724,0.1256,-999,3171.6337
1750.9248,-999,0.2166,104.4502,81.0337,4651.5481,41.0214,40,2473.9475,8.2903,15,-999,5543.1902,18.5754,0.1602,0.2861,3695.8631,3052.7086,5.8878,2.2751,1,-43.749,0.3556,1,139.2793,1750.9248,0.1175,-999,2918.8843
1751.0772,-999,0.2305,108.3598,81.0317,4650.1447,42.8031,40,2474.1625,8.2903,15,-999,5543.6781,18.5754,0.1632,0.3087,3827.1803,3042.733,5.5369,2.2543,1,-43.8115,0.3869,1,139.2857,1751.0772,0.1287,-999,2813.5715
1751.2296,-999,0.2335,109.2188,81.0297,4648.7238,40.6078,40,2474.3775,8.2903,15,-999,5544.1651,18.5754,0.1706,0.3136,3854.4931,3033.2819,5.235,2.2498,1,-43.8125,0.3938,1,139.2922,1751.2296,0.1149,-999,2791.4429
1751.382,-999,0.2309,108.4758,81.0278,4647.0297,41.8738,40,2474.5925,8.2903,15,-999,5544.6529,18.5754,0.1658,0.3093,3831.6864,3022.7774,4.9876,2.2537,1,-43.8125,0.3878,1,139.2986,1751.382,0.1228,-999,2810.5628
1751.5344,-999,0.2244,106.6282,81.0258,4645.4044,39.6113,40,2474.8075,8.2903,15,-999,5545.1428,18.5755,0.1681,0.2987,3772.2271,3012.711,4.8416,2.2634,1,-43.751,0.373,1,139.3051,1751.5344,0.1087,-999,2859.2628
1751.6868,-999,0.2205,105.5156,81.0238,4643.9319,38.6626,40,2475.0225,8.2903,15,-999,5545.634,18.5755,0.1686,0.2923,3735.0572,3003.403,4.7878,2.2693,1,-43.6885,0.3641,1,139.3116,1751.6868,0.1029,-999,2889.4121
1751.8392,-999,0.2179,104.7934,81.0218,4642.3139,36.1932,40,2475.2375,8.2903,15,-999,5546.1261,18.5755,0.1739,0.2881,3710.4316,2993.2075,4.7805,2.2732,1,-43.749,0.3583,1,139.318,1751.8392,0.0881,-999,2909.3249
1751.9916,-999,0.208,102.1201,81.0199,4640.469,35.146,40,2475.4525,8.2903,15,-999,5546.6213,18.5756,0.1719,0.2725,3613.4768,2981.4852,4.8228,2.288,1,-43.8115,0.337,1,139.3245,1751.9916,0.0819,-999,2985.4852
1752.144,-999,0.2051,101.3306,81.0179,4638.452,35.3072,40,2475.6675,8.2903,15,-999,5547.1175,18.5756,0.1701,0.2679,3583.6488,2968.6125,4.9202,2.2924,1,-43.8125,0.3306,1,139.331,1752.144,0.0829,-999,3008.7461
1752.2964,-999,0.2059,101.5714,81.0159,4636.5019,36.9564,40,2475.8825,8.2903,15,-999,5547.6134,18.5757,0.1658,0.2693,3593.3588,2955.9848,5.0605,2.2911,1,-43.8125,0.3326,1,139.3374,1752.2964,0.0926,-999,3001.6131
1752.4488,-999,0.2039,101.0085,81.0139,4635.0371,38.4641,40,2476.0975,8.2903,15,-999,5548.11,18.5757,0.1606,0.266,3571.9288,2946.1698,5.2239,2.2942,1,-43.751,0.3281,1,139.3439,1752.4488,0.1017,-999,3018.3405
1752.6012,-999,0.2026,100.6887,81.012,4634.0014,39.1407,40,2476.3125,8.2903,15,-999,5548.607,18.5758,0.1579,0.2641,3559.7674,2938.6795,5.3595,2.2961,1,-43.75,0.3255,1,139.3504,1752.6012,0.1058,-999,3027.9272
